NameOfStation;Line;Year;Quarter;IncomingPassengers;OutgoingPassengers;global_id;NameOfStation_en;Line_en;Year_en;Quarter_en;IncomingPassengers_en;OutgoingPassengers_en;Unnamed: 13
Станция метрополитена;Линия;Год;Квартал;Входы пассажиров;Выходы пассажиров;global_id;NameOfStation_en;Line_en;Year_en;Quarter_en;IncomingPassengers_en;OutgoingPassengers_en;
Улица Горчакова;Бутовская линия Лёгкого метро;2021;II квартал;715714;709550;1139049646;;;;;;;
Улица Скобелевская;Бутовская линия Лёгкого метро;2021;II квартал;1426718;1385807;1139049647;;;;;;;
Шоссе Энтузиастов;Калининская линия;2021;II квартал;1678296;1811184;1139049649;;;;;;;
Китай-город;Калужско-Рижская линия;2021;II квартал;4599802;4721453;1139049650;;;;;;;
Ленинский проспект;Калужско-Рижская линия;2021;II квартал;2985765;3430008;1139049651;;;;;;;
Октябрьская;Калужско-Рижская линия;2021;II квартал;1029860;1083877;1139049652;;;;;;;
Краснопресненская;Кольцевая линия;2021;II квартал;1632203;1660214;1139049657;;;;;;;
Курская;Кольцевая линия;2021;II квартал;3838347;3472638;1139049658;;;;;;;
Проспект Мира;Кольцевая линия;2021;II квартал;2064078;2136455;1139049662;;;;;;;
Крестьянская застава;Люблинско-Дмитровская линия;2021;II квартал;572449;601333;1139049664;;;;;;;
Петровско-Разумовская;Люблинско-Дмитровская линия;2021;II квартал;1927732;1913912;1139049665;;;;;;;
Сретенский бульвар;Люблинско-Дмитровская линия;2021;II квартал;734193;774742;1139049666;;;;;;;
Новослободская;Кольцевая линия;2021;II квартал;0;0;1139049667;;;;;;;
Добрынинская;Кольцевая линия;2021;II квартал;1626734;1689539;1139049668;;;;;;;
Медведково;Калужско-Рижская линия;2021;II квартал;4089074;3975142;1139049669;;;;;;;
Бабушкинская;Калужско-Рижская линия;2021;II квартал;3817866;3817005;1139049670;;;;;;;
Свиблово;Калужско-Рижская линия;2021;II квартал;1928256;1946306;1139049671;;;;;;;
Ботанический сад;Калужско-Рижская линия;2021;II квартал;1365089;1552209;1139049672;;;;;;;
ВДНХ;Калужско-Рижская линия;2021;II квартал;5529818;5303556;1139049673;;;;;;;
Алексеевская;Калужско-Рижская линия;2021;II квартал;2596264;2671422;1139049674;;;;;;;
Рижская;Калужско-Рижская линия;2021;II квартал;0;0;1139049675;;;;;;;
Сухаревская;Калужско-Рижская линия;2021;II квартал;1583637;1659698;1139049676;;;;;;;
Тургеневская;Калужско-Рижская линия;2021;II квартал;1423046;1491326;1139049677;;;;;;;
Шаболовская;Калужско-Рижская линия;2021;II квартал;2009040;2111527;1139049678;;;;;;;
Академическая;Калужско-Рижская линия;2021;II квартал;2669379;2676127;1139049679;;;;;;;
Профсоюзная;Калужско-Рижская линия;2021;II квартал;2604323;2673503;1139049680;;;;;;;
Новые Черёмушки;Калужско-Рижская линия;2021;II квартал;3106411;3160892;1139049681;;;;;;;
Калужская;Калужско-Рижская линия;2021;II квартал;3044765;3141925;1139049682;;;;;;;
Беляево;Калужско-Рижская линия;2021;II квартал;2758911;2795993;1139049683;;;;;;;
Коньково;Калужско-Рижская линия;2021;II квартал;2074779;2066561;1139049684;;;;;;;
Тёплый стан;Калужско-Рижская линия;2021;II квартал;4651899;4591088;1139049685;;;;;;;
Ясенево;Калужско-Рижская линия;2021;II квартал;2282077;2254808;1139049686;;;;;;;
Новоясеневская;Калужско-Рижская линия;2021;II квартал;510585;501925;1139049687;;;;;;;
Планерная;Таганско-Краснопресненская линия;2021;II квартал;3417950;3286803;1139049688;;;;;;;
Сходненская;Таганско-Краснопресненская линия;2021;II квартал;3987004;3936678;1139049689;;;;;;;
Тушинская;Таганско-Краснопресненская линия;2021;II квартал;4037799;3907369;1139049690;;;;;;;
Спартак;Таганско-Краснопресненская линия;2021;II квартал;273915;263980;1139049691;;;;;;;
Щукинская;Таганско-Краснопресненская линия;2021;II квартал;3212270;3238647;1139049694;;;;;;;
Октябрьское поле;Таганско-Краснопресненская линия;2021;II квартал;3303534;3376128;1139049695;;;;;;;
Полежаевская;Таганско-Краснопресненская линия;2021;II квартал;2611312;2663983;1139049696;;;;;;;
Беговая;Таганско-Краснопресненская линия;2021;II квартал;3462079;3505240;1139049697;;;;;;;
Улица 1905 года;Таганско-Краснопресненская линия;2021;II квартал;3472221;3608239;1139049698;;;;;;;
Баррикадная;Таганско-Краснопресненская линия;2021;II квартал;1785546;1836160;1139049699;;;;;;;
Пушкинская;Таганско-Краснопресненская линия;2021;II квартал;3697402;3824660;1139049700;;;;;;;
Кузнецкий мост;Таганско-Краснопресненская линия;2021;II квартал;1865619;1956594;1139049701;;;;;;;
Пролетарская;Таганско-Краснопресненская линия;2021;II квартал;2597746;2632474;1139049702;;;;;;;
Текстильщики;Таганско-Краснопресненская линия;2021;II квартал;4630805;4640605;1139049703;;;;;;;
Кузьминки;Таганско-Краснопресненская линия;2021;II квартал;4948295;4953417;1139049704;;;;;;;
Выхино;Таганско-Краснопресненская линия;2021;II квартал;5372512;5237952;1139049705;;;;;;;
Жулебино;Таганско-Краснопресненская линия;2021;II квартал;1949439;1886445;1139049706;;;;;;;
Котельники;Таганско-Краснопресненская линия;2021;II квартал;3973672;3584425;1139049707;;;;;;;
Новокосино;Калининская линия;2021;II квартал;4767775;4626518;1139049708;;;;;;;
Новогиреево;Калининская линия;2021;II квартал;5548074;5384637;1139049709;;;;;;;
Перово;Калининская линия;2021;II квартал;3287642;3265689;1139049710;;;;;;;
Площадь Ильича;Калининская линия;2021;II квартал;1845247;1864248;1139049712;;;;;;;
Марксистская;Калининская линия;2021;II квартал;1846432;1925674;1139049713;;;;;;;
Алтуфьево;Серпуховско-Тимирязевская линия;2021;II квартал;3744342;3670627;1139049714;;;;;;;
Бибирево;Серпуховско-Тимирязевская линия;2021;II квартал;2336897;2353060;1139049715;;;;;;;
Отрадное;Серпуховско-Тимирязевская линия;2021;II квартал;3948893;3987619;1139049716;;;;;;;
Владыкино;Серпуховско-Тимирязевская линия;2021;II квартал;1311920;1540392;1139049717;;;;;;;
Тимирязевская;Серпуховско-Тимирязевская линия;2021;II квартал;1716616;1689874;1139049718;;;;;;;
Дмитровская;Серпуховско-Тимирязевская линия;2021;II квартал;2747621;2792649;1139049719;;;;;;;
Савёловская;Серпуховско-Тимирязевская линия;2021;II квартал;3236004;3252978;1139049720;;;;;;;
Менделеевская;Серпуховско-Тимирязевская линия;2021;II квартал;3637756;3826231;1139049721;;;;;;;
Цветной бульвар;Серпуховско-Тимирязевская линия;2021;II квартал;1779021;1842080;1139049722;;;;;;;
Чеховская;Серпуховско-Тимирязевская линия;2021;II квартал;1711195;1796943;1139049723;;;;;;;
Боровицкая;Серпуховско-Тимирязевская линия;2021;II квартал;514499;539813;1139049724;;;;;;;
Полянка;Серпуховско-Тимирязевская линия;2021;II квартал;1212874;1271759;1139049725;;;;;;;
Серпуховская;Серпуховско-Тимирязевская линия;2021;II квартал;1586419;1657539;1139049726;;;;;;;
Тульская;Серпуховско-Тимирязевская линия;2021;II квартал;2808291;2903805;1139049727;;;;;;;
Нагатинская;Серпуховско-Тимирязевская линия;2021;II квартал;3265648;3347560;1139049728;;;;;;;
Нагорная;Серпуховско-Тимирязевская линия;2021;II квартал;1195873;1216863;1139049729;;;;;;;
Севастопольская;Серпуховско-Тимирязевская линия;2021;II квартал;2056936;2084993;1139049730;;;;;;;
Чертановская;Серпуховско-Тимирязевская линия;2021;II квартал;2560849;2549754;1139049731;;;;;;;
Южная;Серпуховско-Тимирязевская линия;2021;II квартал;1818068;1809453;1139049732;;;;;;;
Пражская;Серпуховско-Тимирязевская линия;2021;II квартал;3859277;3868458;1139049733;;;;;;;
Аннино;Серпуховско-Тимирязевская линия;2021;II квартал;1992202;1835961;1139049734;;;;;;;
Селигерская;Люблинско-Дмитровская линия;2021;II квартал;3008547;2966997;1139049735;;;;;;;
Верхние Лихоборы;Люблинско-Дмитровская линия;2021;II квартал;972373;962453;1139049736;;;;;;;
Окружная;Люблинско-Дмитровская линия;2021;II квартал;509215;508532;1139049737;;;;;;;
Фонвизинская;Люблинско-Дмитровская линия;2021;II квартал;1120325;1110059;1139049738;;;;;;;
Бутырская;Люблинско-Дмитровская линия;2021;II квартал;1118850;1153002;1139049739;;;;;;;
Марьина роща;Люблинско-Дмитровская линия;2021;II квартал;2310752;2365007;1139049740;;;;;;;
Достоевская;Люблинско-Дмитровская линия;2021;II квартал;1046968;1087694;1139049741;;;;;;;
Трубная;Люблинско-Дмитровская линия;2021;II квартал;1198257;1245419;1139049742;;;;;;;
Чкаловская;Люблинско-Дмитровская линия;2021;II квартал;3485426;3389030;1139049743;;;;;;;
Римская;Люблинско-Дмитровская линия;2021;II квартал;1530271;1554185;1139049744;;;;;;;
Дубровка;Люблинско-Дмитровская линия;2021;II квартал;1566868;1654108;1139049745;;;;;;;
Кожуховская;Люблинско-Дмитровская линия;2021;II квартал;1669089;1753443;1139049746;;;;;;;
Печатники;Люблинско-Дмитровская линия;2021;II квартал;1477763;1497714;1139049747;;;;;;;
Волжская;Люблинско-Дмитровская линия;2021;II квартал;1379460;1433991;1139049748;;;;;;;
Люблино;Люблинско-Дмитровская линия;2021;II квартал;3518435;3418091;1139049749;;;;;;;
Братиславская;Люблинско-Дмитровская линия;2021;II квартал;3022364;3020041;1139049750;;;;;;;
Марьино;Люблинско-Дмитровская линия;2021;II квартал;2569871;2552069;1139049751;;;;;;;
Борисово;Люблинско-Дмитровская линия;2021;II квартал;926473;919761;1139049752;;;;;;;
Шипиловская;Люблинско-Дмитровская линия;2021;II квартал;1087307;1090265;1139049753;;;;;;;
Зябликово;Люблинско-Дмитровская линия;2021;II квартал;817039;819731;1139049754;;;;;;;
Нижегородская;Некрасовская линия;2021;II квартал;748554;991472;1139049755;;;;;;;
Стахановская;Некрасовская линия;2021;II квартал;452652;421602;1139049756;;;;;;;
Окская;Некрасовская линия;2021;II квартал;492106;476319;1139049757;;;;;;;
Юго-Восточная;Некрасовская линия;2021;II квартал;804158;765596;1139049758;;;;;;;
Косино;Некрасовская линия;2021;II квартал;301976;282083;1139049759;;;;;;;
Лухмановская;Некрасовская линия;2021;II квартал;1150365;1086191;1139049760;;;;;;;
Некрасовка;Некрасовская линия;2021;II квартал;3750348;3536276;1139049761;;;;;;;
ЦСКА;Большая кольцевая линия;2021;II квартал;2591363;2589130;1139049763;;;;;;;
Хорошёвская;Большая кольцевая линия;2021;II квартал;671055;655755;1139049764;;;;;;;
Минская;Солнцевская линия;2021;II квартал;498037;508482;1139049767;;;;;;;
Раменки;Солнцевская линия;2021;II квартал;1334094;1306682;1139049768;;;;;;;
Говорово;Солнцевская линия;2021;II квартал;978570;922490;1139049769;;;;;;;
Солнцево;Солнцевская линия;2021;II квартал;1258539;1206585;1139049770;;;;;;;
Боровское шоссе;Солнцевская линия;2021;II квартал;455737;429979;1139049771;;;;;;;
Новопеределкино;Солнцевская линия;2021;II квартал;1235721;1183238;1139049772;;;;;;;
Рассказовка;Солнцевская линия;2021;II квартал;1481009;1383504;1139049773;;;;;;;
улица Дмитриевского;Некрасовская линия;2021;II квартал;714213;698967;1139049774;;;;;;;
Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;2021;II квартал;4440600;4308662;1139049775;;;;;;;
Нахимовский проспект;Серпуховско-Тимирязевская линия;2021;II квартал;1831879;1859606;1139049776;;;;;;;
Улица академика Янгеля;Серпуховско-Тимирязевская линия;2021;II квартал;2107496;2057374;1139049777;;;;;;;
Деловой центр;Солнцевская линия;2021;II квартал;743942;729463;1139049778;;;;;;;
Ломоносовский проспект;Солнцевская линия;2021;II квартал;1022869;1025302;1139049779;;;;;;;
Мичуринский проспект;Солнцевская линия;2021;II квартал;693180;686047;1139049780;;;;;;;
Волгоградский проспект;Таганско-Краснопресненская линия;2021;II квартал;1613830;1655974;1139049783;;;;;;;
Лермонтовский проспект;Таганско-Краснопресненская линия;2021;II квартал;1690680;1616472;1139049784;;;;;;;
Рязанский проспект;Таганско-Краснопресненская линия;2021;II квартал;2666516;2686345;1139049785;;;;;;;
Александровский сад;Филёвская линия;2021;II квартал;1287879;1288855;1139049787;;;;;;;
Багратионовская;Филёвская линия;2021;II квартал;1170991;1176241;1139049789;;;;;;;
Выставочная;Филёвская линия;2021;II квартал;1481558;1472911;1139049790;;;;;;;
Международная;Филёвская линия;2021;II квартал;554615;524483;1139049793;;;;;;;
Пионерская;Филёвская линия;2021;II квартал;457217;443923;1139049794;;;;;;;
Студенческая;Филёвская линия;2021;II квартал;497987;511575;1139049796;;;;;;;
Филёвский парк;Филёвская линия;2021;II квартал;726826;715266;1139049797;;;;;;;
Фили;Филёвская линия;2021;II квартал;1455466;1461876;1139049798;;;;;;;
Выставочный центр;Московская монорельсовая транспортная система;2021;II квартал;80371;70484;1139049799;;;;;;;
Улица Академика Королёва;Московская монорельсовая транспортная система;2021;II квартал;16623;15107;1139049801;;;;;;;
Улица Милашенкова;Московская монорельсовая транспортная система;2021;II квартал;18621;17205;1139049802;;;;;;;
Андроновка;Московское центральное кольцо;2021;II квартал;696061;711741;1139049805;;;;;;;
Балтийская;Московское центральное кольцо;2021;II квартал;1061954;1135258;1139049806;;;;;;;
Белокаменная;Московское центральное кольцо;2021;II квартал;86178;88952;1139049807;;;;;;;
Верхние Котлы;Московское центральное кольцо;2021;II квартал;1420296;1479298;1139049810;;;;;;;
ЗИЛ;Московское центральное кольцо;2021;II квартал;618184;646345;1139049814;;;;;;;
Зорге;Московское центральное кольцо;2021;II квартал;403781;421543;1139049815;;;;;;;
Измайлово;Московское центральное кольцо;2021;II квартал;816352;889563;1139049816;;;;;;;
Коптево;Московское центральное кольцо;2021;II квартал;1245921;1309099;1139049817;;;;;;;
Крымская;Московское центральное кольцо;2021;II квартал;874467;914497;1139049818;;;;;;;
Лихоборы;Московское центральное кольцо;2021;II квартал;940032;958358;1139049820;;;;;;;
Локомотив;Московское центральное кольцо;2021;II квартал;831949;912906;1139049821;;;;;;;
Лужники;Московское центральное кольцо;2021;II квартал;833045;964465;1139049822;;;;;;;
Новохохловская;Московское центральное кольцо;2021;II квартал;597491;629902;1139049824;;;;;;;
Панфиловская;Московское центральное кольцо;2021;II квартал;551983;583545;1139049826;;;;;;;
Площадь Гагарина;Московское центральное кольцо;2021;II квартал;1087078;1336740;1139049827;;;;;;;
Ростокино;Московское центральное кольцо;2021;II квартал;2510968;2549085;1139049828;;;;;;;
Соколиная Гора;Московское центральное кольцо;2021;II квартал;534991;562941;1139049829;;;;;;;
Стрешнево;Московское центральное кольцо;2021;II квартал;1259357;1316066;1139049830;;;;;;;
Угрешская;Московское центральное кольцо;2021;II квартал;380656;410147;1139049831;;;;;;;
Хорошёво;Московское центральное кольцо;2021;II квартал;697918;740832;1139049832;;;;;;;
Улица Сергея Эйзенштейна;Московская монорельсовая транспортная система;2021;II квартал;21328;18392;1139049835;;;;;;;
Курская;Арбатско-Покровская линия;2021;II квартал;1744083;1755109;1139050918;;;;;;;
Кунцевская;Арбатско-Покровская линия;2021;I квартал;1134266;1146144;1139050920;;;;;;;
Парк Победы;Арбатско-Покровская линия;2021;I квартал;1019923;998721;1139050921;;;;;;;
Сокольники;Сокольническая линия;2021;II квартал;2301645;2331979;1139050923;;;;;;;
Смоленская;Арбатско-Покровская линия;2021;I квартал;0;0;1139050924;;;;;;;
Авиамоторная;Калининская линия;2021;II квартал;3276377;3421074;1139050925;;;;;;;
Проспект Вернадского;Сокольническая линия;2021;II квартал;2436498;2437657;1139050926;;;;;;;
Арбатская;Арбатско-Покровская линия;2021;I квартал;2273416;2373439;1139050927;;;;;;;
Петровский парк;Большая кольцевая линия;2021;II квартал;807729;819640;1139050928;;;;;;;
Тимирязевская;Московская монорельсовая транспортная система;2021;I квартал;43525;38091;1139050929;;;;;;;
Курская;Арбатско-Покровская линия;2021;I квартал;1522995;1540141;1139050930;;;;;;;
Шелепиха;Большая кольцевая линия;2021;II квартал;824537;848390;1139050931;;;;;;;
Автозаводская;Московское центральное кольцо;2021;I квартал;376437;427063;1139050932;;;;;;;
Сокольники;Сокольническая линия;2021;I квартал;1963304;1986175;1139050933;;;;;;;
Озёрная;Солнцевская линия;2021;II квартал;1317067;1301533;1139050934;;;;;;;
Ботанический сад;Московское центральное кольцо;2021;I квартал;679834;845888;1139050935;;;;;;;
Проспект Вернадского;Сокольническая линия;2021;I квартал;2168063;2169456;1139050936;;;;;;;
Парк Победы;Солнцевская линия;2021;II квартал;400298;412962;1139050937;;;;;;;
Бульвар Рокоссовского;Московское центральное кольцо;2021;I квартал;774605;808964;1139050938;;;;;;;
Киевская;Кольцевая линия;2021;I квартал;2835525;2799306;1139050939;;;;;;;
Таганская;Таганско-Краснопресненская линия;2021;II квартал;1118613;1149560;1139050940;;;;;;;
Владыкино;Московское центральное кольцо;2021;I квартал;534865;704933;1139050941;;;;;;;
Белорусская;Кольцевая линия;2021;I квартал;3132174;3066857;1139050942;;;;;;;
Арбатская;Филёвская линия;2021;II квартал;504848;482833;1139050943;;;;;;;
Деловой центр;Московское центральное кольцо;2021;I квартал;1003278;1079557;1139050944;;;;;;;
Кунцевская;Филёвская линия;2021;II квартал;688091;676405;1139050945;;;;;;;
Таганская;Кольцевая линия;2021;I квартал;1853886;1918432;1139050946;;;;;;;
Дубровка;Московское центральное кольцо;2021;I квартал;653303;695273;1139050947;;;;;;;
Кутузовская;Филёвская линия;2021;II квартал;624911;662047;1139050948;;;;;;;
Павелецкая;Кольцевая линия;2021;I квартал;2754059;2857563;1139050949;;;;;;;
Кутузовская;Московское центральное кольцо;2021;I квартал;1238449;1362642;1139050950;;;;;;;
Смоленская;Филёвская линия;2021;II квартал;1752887;1799799;1139050951;;;;;;;
Нижегородская;Московское центральное кольцо;2021;I квартал;1284612;1380068;1139050952;;;;;;;
Октябрьская;Кольцевая линия;2021;I квартал;1598582;1668261;1139050953;;;;;;;
Тимирязевская;Московская монорельсовая транспортная система;2021;II квартал;58537;50495;1139050954;;;;;;;
Окружная;Московское центральное кольцо;2021;I квартал;1060235;1083798;1139050955;;;;;;;
Парк культуры;Кольцевая линия;2021;I квартал;2780848;2897742;1139050956;;;;;;;
Шоссе Энтузиастов;Московское центральное кольцо;2021;I квартал;570854;643990;1139050958;;;;;;;
Проспект Мира;Калужско-Рижская линия;2021;I квартал;1855291;1924780;1139050959;;;;;;;
Автозаводская;Московское центральное кольцо;2021;II квартал;472838;531541;1139050960;;;;;;;
Деловой центр;Большая кольцевая линия;2021;II квартал;1276196;1246325;1139050961;;;;;;;
Кунцевская;Филёвская линия;2021;I квартал;587028;571835;1139050962;;;;;;;
Ботанический сад;Московское центральное кольцо;2021;II квартал;842533;1026219;1139050963;;;;;;;
Савёловская;Большая кольцевая линия;2021;II квартал;720136;706104;1139050964;;;;;;;
Бульвар Рокоссовского;Московское центральное кольцо;2021;II квартал;869366;911094;1139050966;;;;;;;
Авиамоторная;Калининская линия;2021;I квартал;3013520;3142943;1139050967;;;;;;;
Третьяковская;Калининская линия;2021;II квартал;2151825;2258667;1139050968;;;;;;;
Владыкино;Московское центральное кольцо;2021;II квартал;653437;833596;1139050969;;;;;;;
Третьяковская;Калининская линия;2021;I квартал;1842681;1939669;1139050970;;;;;;;
Деловой центр;Московское центральное кольцо;2021;II квартал;1263911;1344650;1139050971;;;;;;;
Проспект Мира;Калужско-Рижская линия;2021;II квартал;2013833;2095190;1139050972;;;;;;;
Дубровка;Московское центральное кольцо;2021;II квартал;802965;852089;1139050973;;;;;;;
Шелепиха;Большая кольцевая линия;2021;I квартал;752317;784118;1139050974;;;;;;;
Белорусская;Кольцевая линия;2021;II квартал;3626060;3498349;1139050975;;;;;;;
Деловой центр;Большая кольцевая линия;2021;I квартал;1062070;1053347;1139050976;;;;;;;
Кутузовская;Московское центральное кольцо;2021;II квартал;1450055;1591831;1139050977;;;;;;;
Киевская;Кольцевая линия;2021;II квартал;3239407;3162640;1139050978;;;;;;;
Комсомольская;Кольцевая линия;2021;I квартал;6466685;5514132;1139050979;;;;;;;
Нижегородская;Московское центральное кольцо;2021;II квартал;1524933;1635336;1139050980;;;;;;;
Комсомольская;Кольцевая линия;2021;II квартал;7566022;6397013;1139050981;;;;;;;
Окружная;Московское центральное кольцо;2021;II квартал;1240909;1266941;1139050982;;;;;;;
Кунцевская;Арбатско-Покровская линия;2021;II квартал;1291769;1308586;1139050983;;;;;;;
Октябрьская;Кольцевая линия;2021;II квартал;2260845;2331673;1139050984;;;;;;;
Шелепиха;Московское центральное кольцо;2021;II квартал;648659;706123;1139050985;;;;;;;
Парк Победы;Арбатско-Покровская линия;2021;II квартал;1285349;1259705;1139050986;;;;;;;
Павелецкая;Кольцевая линия;2021;II квартал;3177057;3285363;1139050987;;;;;;;
Смоленская;Арбатско-Покровская линия;2021;II квартал;0;0;1139050988;;;;;;;
Шоссе Энтузиастов;Московское центральное кольцо;2021;II квартал;652573;731678;1139050989;;;;;;;
Парк культуры;Кольцевая линия;2021;II квартал;2983513;3079648;1139050990;;;;;;;
Арбатская;Арбатско-Покровская линия;2021;II квартал;2554972;2664923;1139050991;;;;;;;
Таганская;Кольцевая линия;2021;II квартал;2119332;2191457;1139050992;;;;;;;
Лефортово;Некрасовская линия;2021;I квартал;380922;380900;1146103169;;;;;;;
Лефортово;Некрасовская линия;2021;II квартал;455742;455125;1146103172;;;;;;;
Авиамоторная;Некрасовская линия;2021;I квартал;361301;361296;1146103236;;;;;;;
Авиамоторная;Некрасовская линия;2021;II квартал;513622;513610;1146103248;;;;;;;
Электрозаводская;Некрасовская линия;2021;I квартал;375488;375374;1146103262;;;;;;;
Электрозаводская;Некрасовская линия;2021;II квартал;463826;463241;1146103275;;;;;;;
Телецентр;Московская монорельсовая транспортная система;2021;II квартал;30234;27626;1146103358;;;;;;;
Мневники;Большая кольцевая линия;2021;II квартал;70458;67707;1146103399;;;;;;;
Международная;Филёвская линия;2021;I квартал;514697;542625;1146422262;;;;;;;
Выставочная;Филёвская линия;2021;I квартал;1179827;1173476;1146422463;;;;;;;
Пятницкое шоссе;Арбатско-Покровская линия;2021;III квартал;1429142;1357385;1263040544;;;;;;;
Митино;Арбатско-Покровская линия;2021;III квартал;2077107;1922906;1263040545;;;;;;;
Мякинино;Арбатско-Покровская линия;2021;III квартал;1431976;1366138;1263040547;;;;;;;
Строгино;Арбатско-Покровская линия;2021;III квартал;2225562;2193012;1263040548;;;;;;;
Молодёжная;Арбатско-Покровская линия;2021;III квартал;3618398;3566172;1263040550;;;;;;;
Беломорская;Замоскворецкая линия;2021;III квартал;2347549;2220542;1263040552;;;;;;;
Речной вокзал;Замоскворецкая линия;2021;III квартал;2239918;2171194;1263040553;;;;;;;
Водный стадион;Замоскворецкая линия;2021;III квартал;3017160;3012294;1263040554;;;;;;;
Войковская;Замоскворецкая линия;2021;III квартал;3647103;3673198;1263040555;;;;;;;
Аэропорт;Замоскворецкая линия;2021;III квартал;2652044;2702433;1263040556;;;;;;;
Технопарк;Замоскворецкая линия;2021;III квартал;1419883;1431768;1263040557;;;;;;;
Спортивная;Сокольническая линия;2021;III квартал;1655375;1837108;1263040562;;;;;;;
Прокшино;Сокольническая линия;2021;III квартал;288920;278445;1263040566;;;;;;;
Новослободская;Кольцевая линия;2021;III квартал;0;0;1263040568;;;;;;;
Добрынинская;Кольцевая линия;2021;III квартал;1540114;1604009;1263040570;;;;;;;
Свиблово;Калужско-Рижская линия;2021;III квартал;1831050;1850298;1263040573;;;;;;;
ВДНХ;Калужско-Рижская линия;2021;III квартал;5444095;5200904;1263040575;;;;;;;
Рижская;Калужско-Рижская линия;2021;III квартал;0;0;1263040577;;;;;;;
Славянский бульвар;Арбатско-Покровская линия;2021;III квартал;4875673;4803822;1263040579;;;;;;;
Тургеневская;Калужско-Рижская линия;2021;III квартал;1351082;1428797;1263040580;;;;;;;
Измайловская;Арбатско-Покровская линия;2021;III квартал;1444236;1448584;1263040582;;;;;;;
Профсоюзная;Калужско-Рижская линия;2021;III квартал;2511297;2593212;1263040583;;;;;;;
Ховрино;Замоскворецкая линия;2021;III квартал;3373487;3062394;1263040584;;;;;;;
Калужская;Калужско-Рижская линия;2021;III квартал;3032594;3149403;1263040585;;;;;;;
Сокол;Замоскворецкая линия;2021;III квартал;2630578;2679626;1263040586;;;;;;;
Ясенево;Калужско-Рижская линия;2021;III квартал;2205316;2187465;1263040588;;;;;;;
Динамо;Замоскворецкая линия;2021;III квартал;2114735;2177251;1263040589;;;;;;;
Маяковская;Замоскворецкая линия;2021;III квартал;2584875;2675862;1263040591;;;;;;;
Новокузнецкая;Замоскворецкая линия;2021;III квартал;2340440;2474435;1263040592;;;;;;;
Багратионовская;Филёвская линия;2021;III квартал;1121820;1123352;1263040593;;;;;;;
Фили;Филёвская линия;2021;III квартал;1398226;1404204;1263040594;;;;;;;
Кантемировская;Замоскворецкая линия;2021;III квартал;3212248;3200100;1263040595;;;;;;;
Орехово;Замоскворецкая линия;2021;III квартал;1566290;1511590;1263040596;;;;;;;
Домодедовская;Замоскворецкая линия;2021;III квартал;5172282;4767319;1263040597;;;;;;;
Черкизовская;Сокольническая линия;2021;III квартал;1345069;1208100;1263040599;;;;;;;
Планерная;Таганско-Краснопресненская линия;2021;III квартал;3314837;3170515;1263040601;;;;;;;
Красные ворота;Сокольническая линия;2021;III квартал;1756008;1822545;1263040602;;;;;;;
Сходненская;Таганско-Краснопресненская линия;2021;III квартал;3844813;3801895;1263040603;;;;;;;
Чистые пруды;Сокольническая линия;2021;III квартал;1499165;1536589;1263040604;;;;;;;
Тушинская;Таганско-Краснопресненская линия;2021;III квартал;3793265;3640434;1263040605;;;;;;;
Кропоткинская;Сокольническая линия;2021;III квартал;1823187;1912389;1263040609;;;;;;;
Щукинская;Таганско-Краснопресненская линия;2021;III квартал;3174030;3195986;1263040610;;;;;;;
Октябрьское поле;Таганско-Краснопресненская линия;2021;III квартал;3079526;3160201;1263040611;;;;;;;
Фрунзенская;Сокольническая линия;2021;III квартал;1941693;2057997;1263040612;;;;;;;
Беговая;Таганско-Краснопресненская линия;2021;III квартал;3436677;3480855;1263040614;;;;;;;
Баррикадная;Таганско-Краснопресненская линия;2021;III квартал;1652442;1697718;1263040616;;;;;;;
Саларьево;Сокольническая линия;2021;III квартал;2954858;2579993;1263040618;;;;;;;
Ольховая;Сокольническая линия;2021;III квартал;515491;487143;1263040619;;;;;;;
Волгоградский проспект;Таганско-Краснопресненская линия;2021;III квартал;1600781;1655800;1263040620;;;;;;;
Краснопресненская;Кольцевая линия;2021;III квартал;1548088;1585142;1263040621;;;;;;;
Рязанский проспект;Таганско-Краснопресненская линия;2021;III квартал;2562489;2596609;1263040622;;;;;;;
Лермонтовский проспект;Таганско-Краснопресненская линия;2021;III квартал;1614185;1539284;1263040623;;;;;;;
Котельники;Таганско-Краснопресненская линия;2021;III квартал;4097483;3633054;1263040624;;;;;;;
Медведково;Калужско-Рижская линия;2021;III квартал;4036623;3909126;1263040625;;;;;;;
Бабушкинская;Калужско-Рижская линия;2021;III квартал;3692399;3707261;1263040626;;;;;;;
Алексеевская;Калужско-Рижская линия;2021;III квартал;2542432;2634400;1263040628;;;;;;;
Сухаревская;Калужско-Рижская линия;2021;III квартал;1532016;1613365;1263040629;;;;;;;
Шаболовская;Калужско-Рижская линия;2021;III квартал;1896994;2002592;1263040631;;;;;;;
Ленинский проспект;Калужско-Рижская линия;2021;III квартал;2883764;3351369;1263040632;;;;;;;
Академическая;Калужско-Рижская линия;2021;III квартал;2539887;2563915;1263040633;;;;;;;
Отрадное;Серпуховско-Тимирязевская линия;2021;III квартал;3843296;3895299;1263040634;;;;;;;
Беляево;Калужско-Рижская линия;2021;III квартал;2729338;2767735;1263040635;;;;;;;
